name;region;population;lat;lon
г. Краснозаводск;Московская область;14639;56.4409201;38.2320198
деревня Кондратово;Пермский край;14631;57.9760676;56.1090821
г. Советск;Кировская область;14626;57.5841376;48.9589455
станица Егорлыкская;Ростовская область;14602;46.553251;40.683235
село Кулешовка;Ростовская область;14568;47.0857816;39.5270717
пгт Селятино рп;Московская область;14523;55.5141029;36.9798359
г. Грязовец;Вологодская область;14505;58.875883;40.2485948
г. Красновишерск;Пермский край;14460;60.3903039;57.0535948
поселок Балезино;Удмуртская Республика;14459;57.983878;53.012307
станица Гиагинская;Республика Адыгея;14445;44.8847971;40.0577305
село Алхан-Кала;Чеченская Республика;14423;43.2624396;45.534823
г. Очер;Пермский край;14385;57.8852534;54.7161526
город Богучар;Воронежская область;14370;49.93528;40.5591512
г. Волгореченск;Костромская область;14355;57.4424513;41.1592512
село Донское;Ставропольский край;14338;45.4672559;41.989783
г. Приволжск;Ивановская область;14332;57.380718;41.2807571
станица Старовеличковская;Краснодарский край;14310;45.4329681;38.7244163
г. Ивдель;Свердловская область;14306;60.6945985;60.4245258
г. Чудово;Новгородская область;14302;59.1248174;31.6866267
г. Красный Кут;Саратовская область;14296;50.9597049;46.9711885
г. Яранск;Кировская область;14284;57.3041231;47.8478976
село Старые-Атаги;Чеченская Республика;14280;43.1229624;45.7414172
пгт Средняя Ахтуба рп;Волгоградская область;14241;48.7136601;44.8600821
г. Агидель;Республика Башкортостан;14219;55.8997421;53.9221357
посёлок Нижнесортымский;Ханты-Мансийский автономный округ — Югра;14217;62.4428117;71.7652884
рп Усть-Абакан;Республика Хакасия;14210;53.8329508;91.3943386
село Красногвардейское;Ставропольский край;14200;45.8450489;41.5144643
село Новый Хушет;Республика Дагестан;14180;42.8993406;47.5613354
г. Полярные Зори;Мурманская область;14146;67.3738152;32.4891688
посёлок Майский;Белгородская область;14143;50.5218213;36.4544411
г. Ужур;Красноярский край;14134;55.3142192;89.8334338
г. Шлиссельбург;Ленинградская область;14131;59.9443081;31.0332835
г. Гвардейск;Калининградская область;14122;54.6588822;21.0500744
станица Калининская;Краснодарский край;14121;45.4855794;38.6616721
г. Кашин;Тверская область;14113;57.3600935;37.6118448
пгт Елань рп;Волгоградская область;14095;50.9500472;43.7347462
г. Валдай;Новгородская область;14074;57.982247;33.2369679
село Алтайское;Алтайский край;14068;51.935743;85.327367
г. Пестово;Новгородская область;14032;58.5973744;35.8144755
станица Ладожская;Краснодарский край;14022;45.3077806;39.9322317
г. Яхрома;Московская область;14011;56.2890981;37.4832539
посёлок Матвеев Курган;Ростовская область;13991;47.5685457;38.8656266
